150000,2003,11637010
125000,2002,11650340
117000,2001,11656336
120000,2001,11689681
160000,2004,11517749
150000,2002,11722255
147000,2003,11724394
150000,2001,11602847
125000,2002,11735104
125000,2002,11735263
123000,2001,11738141
140000,2003,11554646
142000,2002,11744524
100000,2000,11697822
90000,2001,11682390
83000,2000,11618225
75000,2001,11577581
150000,2003,11624797
95000,2000,11675250
75000,2000,11678733
155000,2003,11716819
179000,2005,11159211
150000,2006,11456440
165000,2006,11699396
175000,2006,11681557
205000,2007,11748815
198000,2007,11557863
195000,2008,11274813
210000,2009,11214105
180000,2004,11638731
100000,1999,11624845
157000,2002,11387325
105000,1999,11344397
135000,2003,11324482
167000,2004,11297998
160000,2003,11500521
198000,2007,11621141
144000,2001,11326406
235000,2007,11157663
200000,2004,11613849
90000,2001,11605282
90000,2000,11221997
128000,2000,11583485
115000,2000,11580240
145000,2001,11326309
70000,2001,11576290
205000,2007,11434820
117000,2002,11574085
175000,2005,11570636
125000,2001,11304493
90000,1999,11557773
155000,2002,11359770
164000,2004,11548332
195000,2007,11546820
133000,2002,11390765
165000,2006,11746920
175000,2004,11076959
110000,2001,11786094
219000,2007,11786950
139000,2005,10418278
239000,2008,11788519
239000,2008,11789610
145000,2002,11792902
158000,2005,11794627
105000,2001,10365640
165000,2004,11800678
115000,2001,11808857
89000,2000,11432171
110000,2001,11814356
239999,2009,11180538
127000,2002,11823529
99999,2002,11827690
110000,1999,10541376
127000,2000,11772298
