596000,2007,6111338
160000,1993,10702071
185000,1995,10751112
165000,1992,10752150
260000,1998,10262746
350000,2001,10920471
120000,1990,4821494
220000,1988,5447091
162000,1993,1236818
250000,1997,11177087
225000,1997,11192460
205000,1997,11141867
265000,1999,11204151
265000,1998,11057106
200000,1997,11215129
185000,1997,11237152
180000,1996,11169482
175000,1997,11182203
170000,1996,11092732
167000,1998,11162881
165000,1994,11230269
165000,1997,11222201
250000,1999,11094834
320000,1998,4747005
240000,1998,10519584
175000,1994,11109055
160000,1995,11110482
230000,1995,11176887
155000,1994,11180638
217000,1997,11133124
215000,1996,11083261
178000,1995,11204565
170000,1995,11024408
175000,1994,11126248
178000,1994,11079834
210000,1994,11136026
285000,1998,11216844
260000,1999,11218371
265000,1997,11145419
190000,1996,11224659
215000,1996,11195734
275000,1998,11230824
165000,1999,11213259
600000,2007,10006475
577000,2007,9863385
555000,2007,10304454
580000,2008,4474716
295000,2000,11123312
290000,2000,11191162
220000,2000,11121017
295000,2000,11226981
325000,2000,11227171
275000,2000,11227321
355000,2000,11237100
270000,2001,11214266
315000,2001,11218237
220000,2001,11052143
295000,2001,11132355
335000,2002,11134467
190000,2002,11219522
340000,2002,11238054
400000,2003,11206881
149000,1993,11202172
162000,1993,1236817
157000,1993,1236816
310000,2000,11013795
215000,1997,11003536
289000,2000,10984583
420000,2003,10954528
255000,1997,10925050
195000,1998,10905458
300000,2000,10898149
295000,2000,10890010
225000,1997,10857337
265000,1999,10853971
273000,2001,10846784
263000,1999,10830216
289000,2000,10811017
170000,1995,10810390
285000,2001,10743100
280000,1999,10665793
400000,2002,10663657
215000,1996,10651390
195000,1997,10649949
479999,2002,10499578
275000,2000,10451031
159000,1993,10444238
390000,2002,10385661
280000,2000,10374912
315000,2000,10195176
390000,2003,9833834
135000,1993,1236815
183000,1999,11161579
235000,2002,10831422
207000,2000,11159798
180000,1996,11159449
365000,2002,11159063
300000,2000,11158364
310000,2000,11157825
223000,1993,11156105
489000,2003,10996075
174000,1995,11157197
185000,1996,11157131
215000,1995,11156030
320000,2000,11068272
145000,1994,11151388
310000,2000,11149661
265000,1999,10863848
170000,1996,11148673
235000,1997,11146132
175000,1994,11143612
150000,1995,11142537
200000,1995,11125833
420000,2002,10471515
279000,1999,11056725
285000,2000,10986450
305000,2001,11135249
190000,1994,11132982
265000,1998,11132237
155000,1994,11130126
195000,1997,11124658
205000,1999,11052556
295000,1999,10825185
230000,1995,11115021
210000,2001,11114992
310000,2002,10749122
245000,2001,11109977
205000,2001,11109492
285000,1999,11109058
420000,2002,10931651
230000,2000,11106022
287000,2000,11003122
240000,1997,11029502
230000,1996,10778400
320000,2002,10410406
180000,1999,10783173
280000,2000,11095676
190000,1993,10772801
285000,1998,10596875
225000,1997,11011023
320000,2002,11090476
170000,1998,10615686
199000,1996,10408001
260000,1999,10923476
325000,1997,10640591
275000,2000,11084071
220000,1998,11083640
320000,2001,11083513
265000,1998,10939310
155000,1993,11077121
325000,2001,10422459
155000,1996,11073425
160000,1996,11069460
225000,1995,10807417
240000,2000,11069775
180000,1995,11064700
170000,1997,10985680
240000,1996,11060526
